,kialoUrlId,tags
247,"the-bible-teaches-that-creation-happened-in-six-literal,-24-hour-days-under-10,000-years-ago-47711","['Bible', 'Science', 'Christianity', 'Religion', 'Evolution', 'Creationism']"
248,the-us-should-not-have-pulled-out-of-the-iran-deal.-14272,"['Iran', 'NuclearWeapons', 'UnitedStates', 'Diplomacy', 'IranDeal', 'Trump']"
249,is-an-embryo-a-human-46237,"['HumanRights', 'Abortion', 'Humanism', 'Human', 'Rights']"
250,online-paywall-structures-for-news-need-a-cheaper-entry-point-50681,"['News', 'Paywall', 'Msm']"
251,is-nihilism-right-7915,"['Philosophy', 'Nihilism', 'Nietzsche', 'Meaning', 'Metaphysical']"
252,is-vegetarianism-a-healthy-or-unhealthy-diet-to-have-18242,"['Vegetarian', 'Health', 'Ethics', 'Animals']"
253,would-the-world-be-a-better-place-without-humans-16560,"['Society', 'Ethics', 'Philosophy', 'Environment', 'ClimateChange']"
254,should-we-use-citizen-assemblies-56101,"['CitizenAssemblies', 'CivicJuries', 'CitizenJuries', 'Politics', 'Policy', 'Society']"
255,should-animals-be-banned-in-circuses-16994,"['Animals', 'Ethics', 'Morality', 'Entertainment']"
256,electric-vehicles-are-better-than-fossil-fuel-vehicles.-4748,"['Electric', 'Vehicles', 'Cars']"
257,should-puberty-be-delayed-in-children-experiencing-gender-dysphoria-9359,"['Gender', 'Health', 'LGBTQ', 'Children', 'Transgender']"
258,should-religion-be-involved-in-politics-54660,"['God', 'Religion', 'Politics']"
259,should-polygamy-be-legal-939,"['Politics', 'Law', 'Gender', 'Relationships', 'Sex']"
260,should-water-be-taxed-60109,"['Water', 'Taxation', 'Tax', 'Environment', 'Health', 'Life']"
261,sollte-es-ein-generelles-tempolimit-von-130-km/h-auf-deutschen-autobahnen-geben-32825,"['Autos', 'Politik', 'Klimaschutz']"
262,is-prayer-a-useful-activity-14057,"['Religion', 'Faith', 'God', 'Psychology']"
263,"should-society-work-towards-becoming-""colorblind""-in-regards-to-race/ethnicity-16566","['Race', 'Equality', 'Society', 'Ethics']"
264,would-students-learn-better-without-tests-and-oral-exams-39466,"['School', 'Education', 'Learning']"
265,"should-we-believe-that-god-exists,-even-if-we're-not-sure-it's-true-5496","['Pascal', 'Wager', 'God', 'Existence', 'Philosophy', 'Religion']"
266,should-the-uk-remain-in-the-eu-if-the-only-alternative-is-a-hard-brexit-8708,"['Brexit', 'EU', 'UK', 'Europe', 'Politics']"
267,has-social-media-been-good-for-humanity-13439,"['Ethics', 'Society', 'Technology', 'Health']"
268,is-racism-logical-62626,"['Racism', 'Critical', 'Society', 'Ideology', 'Politics']"
269,are-arranged-marriages-better-than-love-marriages-16340,"['Society', 'Ethics', 'Marriage', 'Culture', 'Relationships']"
270,which-front-end-javascript-framework-is-best-6274,"['SoftwareDevelopment', 'Web', 'Internet', 'Programming', 'JavaScript', 'Website']"
271,"the-fewer-languages-there-are,-the-better-the-world-is.-8021","['World', 'Society', 'Culture', 'Languages']"
272,should-students-be-allowed-to-use-generative-ai-for-assignments-63741,"['Education', 'Cheating', 'Learning', 'Teaching', 'AI']"
273,should-the-united-states-have-more-than-two-major-political-parties-15546,"['Politics', 'Government', 'Society', 'USA', 'Democracy']"
274,should-men-pay-child-support-when-abortion-is-legal-18634,"['Ethics', 'Gender', 'Abortion', 'Children', 'Law']"
275,is-it-unethical-to-use-ad-blockers-2364,"['Ethics', 'Internet', 'Privacy', 'Technology']"
276,should-pedophilia-be-classed-as-a-sexual-orientation-16524,"['Children', 'Law', 'Sexuality', 'Orientation', 'Psychology']"
277,"do-sexualised-artworks-of-prepubescent-girls---""loli""---encourage-pedophilia-9317","['Art', 'Sex', 'Children', 'Violence', 'Ethics']"
278,should-we-resurrect-extinct-species-17649,"['Science', 'Animals', 'Ethics', 'Technology']"
279,should-public-entities-use-only-open-source-software-8752,"['Ethics', 'Software', 'Technology', 'OpenSource', 'Government', 'Policy']"
280,is-linux-the-best-operating-system-15590,"['Technology', 'Computing']"
281,react.js-vs-angular.js-vs-vue.js-15897,"['Technology', 'JavaScript', 'ReactJS', 'Angular', 'VueJS']"
282,what-degree-of-advanced-mathematics-is-needed-in-modern-society-18081,"['Economics', 'Science', 'Technology', 'Education', 'Society']"
283,should-creationism-be-taught-in-schools-31776,"['Education', 'Religion', 'Evolution', 'Science', 'God']"
284,was-the-earth-created-in-six-days-by-the-god-of-christianity-40709,"['Religion', 'Creationism', 'Evolution']"
285,how-many-genders-are-there-33911,"['Gender', 'LGBTQ']"
286,what-is-the-problem-with-religion-51562,['Religion']
287,is-joe-biden-a-good-president-53071,"['Biden', 'UnitedStates', 'America', 'Politics', 'President']"
288,domestic-flights-in-european-countries-should-be-outlawed.-30056,"['Europe', 'Environment', 'Traffic', 'Flying']"
289,will-technology-end-our-necessity-of-working-for-money-34088,"['Future', 'Technology', 'Society']"
290,vertical-farming-is-the-future-of-agriculture-7487,"['Future', 'Food', 'Environment', 'Science', 'ClimateChange']"
291,ranked-choice-voting-36382,"['Bermuda', 'Politics', 'Democracy', 'Voting']"
292,does-feminism-strive-for-equality-12304,"['Society', 'Feminism', 'Gender', 'Women', 'HumanRights', 'Equality']"
293,should-comprehensive-sex-education-be-mandatory-4401,"['Sex', 'Education', 'Policy', 'School']"
294,is-the-moral-argument-good-evidence-for-god-52119,"['Religion', 'God', 'Philosophy', 'Evil', 'Ethics']"
295,atlantis-was-an-existing-place-and-can-be-found-41721,"['History', 'Ancient', 'Atlantis', 'Exploration', 'Discovery', 'Culture']"
296,reporters-ought-to-have-the-right-to-protect-the-identity-of-confidential-sources.-17783,"['Society', 'USA', 'Law', 'Media']"
297,should-animal-testing-be-banned-14258,"['Animals', 'Science', 'Ethics', 'Health']"
298,are-human-rights-truly-universal-61696,"['Ethics', 'Education', 'HumanRights', 'Justice', 'Equality']"
299,is-islam-compatible-with-feminism-14103,"['Islam', 'Feminism', 'Women']"
300,is-earth-flat-instead-of-a-sphere-7216,"['FlatEarthTheory', 'CriticalThinking', 'FalseTheories', 'Earth', 'CrowdManipulation', 'Truth']"
301,is-sugar-worse-than-tobacco-6086,"['Health', 'Diet', 'Nutrition']"
302,feminism-is-toxic-62542,"['Feminism', 'Gender', 'Politics']"
303,the-feminism-question-58694,"['Feminism', 'Feminist']"
304,should-florida-pass-sb-864-(autism-spectrum-disorder-training-for-law-enforcement-officers)-64918,"['Autism', 'Police', 'Florida', 'Legislation']"
305,"should-the-uk-government-increase-the-minimum-income-requirement-for-uk-family-visas-to-£38,700-65031","['Family', 'UK', 'UnitedKingdom', 'Immigration', 'Visa']"
306,free-will-or-determinism:-do-we-have-free-will-5685,"['Philosophy', 'Freedom', 'Humans']"
307,should-all-transgender-athletes-have-to-compete-in-men's-divisions-21194,"['Equality', 'Sports', 'Transgender', 'Gender', 'LGBTQ']"
308,la-chiesa-cattolica-esercita-una-eccessiva-ingerenza-sullo-stato-italiano.-56974,"['Chiesa', 'Italia', 'Stato', 'Religione']"
309,have-pride-parades-lost-their-meaning-28709,"['Equality', 'LGBTQ', 'Justice', 'HumanRights']"
310,should-the-united-kingdom-remain-a-member-of-the-european-union-6246,"['EU', 'Europe', 'UK', 'Politics', 'Brexit', 'Referendum']"
311,should-minors-need-parental-consent-for-abortions-963,"['Children', 'Law', 'Abortion', 'Ethics', 'Policy', 'Parenting']"
312,does-hell-exist-8040,"['Christianity', 'Religion', 'God', 'Faith']"
313,should-men-be-allowed-to-vote-on-abortion-legislation-14974,"['Abortion', 'Feminism', 'Gender', 'Democracy']"
314,should-cheerleading-be-banned-32647,"['Sports', 'Feminism', 'Gender']"
315,is-sexual-orientation-a-choice-49479,"['Homosexuality', 'Sex', 'Orientation', 'Science', 'Psychology', 'Gender']"
316,should-general-ai-have-fundamental-rights-6295,"['AI', 'Ethics', 'Law', 'Technology', 'Rights']"
317,work-from-home-is-better-than-work-in-office-39064,"['Work', 'Home', 'Workfromhome', 'Office', 'COVID-19']"
318,is-humanism-a-religion-63469,"['Philosophy', 'Religion', 'Worldview']"
319,why-are-not-there-many-democratically-managed-private-companies-52939,"['Society', 'Business']"
320,pet-ownership-is-an-abuse-of-our-planet's-resources-31491,"['Pets', 'Ethics', 'Morality', 'Enviroment', 'Petersinger', 'Planet']"
321,the-rebel-alliance-would-defeat-the-united-federation-of-planets-in-space-combat.-9394,"['StarWars', 'StarTrek', 'Entertainment', 'SciFi', 'ScienceFiction']"
322,should-it-be-possible-to-buy-and-sell-citizenships-9823,"['Economics', 'Society', 'Politics', 'Nationalism']"
323,is-opera-the-best-internet-browser-18474,"['Technology', 'Internet', 'Browser', 'Software']"
324,how-should-we-construct-a-robot-tax-(redistribution-of-ai-economic-gains)-61753,"['Taxation', 'AI', 'Automation', 'Economics', 'Jobs', 'UBI']"
325,would-abolishing-privacy-be-beneficial-1414,"['Politics', 'Privacy', 'Society']"
326,noah's-flood-was-global.-48420,"['Bible', 'Christianity', 'God', 'Creationism', 'Evolution', 'Geology']"
327,is-god-a-trinity-44910,"['God', 'Trinity', 'Bible', 'Jesus', 'Christianity', 'Christian']"
328,are-humans-fundamentally-different-from-other-animals-9265,"['Philosophy', 'Society', 'Animals', 'Humans']"
329,does-the-united-states-need-a-strong-third-political-party-for-moderates-4624,"['Politics', 'USA', 'Republicans', 'Democrats']"
330,do-humanities-have-less-value-than-natural-sciences-5625,"['Science', 'Humanities', 'Value', 'Morality', 'Ethics']"
331,is-religious-indoctrination-of-children-abuse-10038,"['Ethics', 'Society', 'Religion', 'Psychology', 'Parenting', 'Children']"
332,should-you-give-a-partner-that-cheated-a-second-chance-60531,"['Relationships', 'Humanism', 'Men', 'Women', 'Gay', 'Lesbian']"
333,should-middle-eastern-countries-launch-a-joint-on-ground-opposition-to-israel-in-support-of-gaza-64540,"['War', 'Middleeast', 'Israel', 'Gaza']"
334,should-cars-have-set-electronic-speed-limits-14588,"['Cars', 'Politics', 'Safety']"
335,does-feminism-empower-both-women-and-men-18807,"['Feminism', 'Power', 'Equality', 'Female', 'Male', 'Gender']"
336,religion-is-incompatible-with-science.-48381,"['Religion', 'Science']"
337,is-the-standard-model-an-incomplete-theory-7761,"['Particle', 'Physics', 'Higgs', 'Boson', 'Dark', 'Lhc']"
338,sb-1596:-employment-of-minors-64981,"['Labor', 'Florida', 'Legislation']"
339,should-all-forms-of-circumcision-of-minors-be-banned-36847,"['MGM', 'Circumcision', 'FGM', 'Rights', 'Parenting', 'Feminism']"
340,should-girls-be-allowed-in-boy-scouts-14422,"['Feminism', 'Equality', 'Culture', 'Children', 'Gender']"
341,is-being-in-a-romantic-relationship-a-necessity-27337,"['Relationships', 'Society', 'Individual', 'Independence', 'Culture']"
342,what-is-religion's-role-in-worldwide-societal-development-54923,"['Religion', 'Society', 'Development', 'Slow']"
343,should-steroid-use-in-sports-be-allowed-8764,"['Ethics', 'Society', 'Sports', 'Health']"
344,is-elon-musk's-takeover-of-twitter-good-for-the-public-58092,"['Twitter', 'PublicGood', 'ElonMusk', 'Public', 'Economics', 'SocialMedia']"
345,the-european-union-should-become-a-united-states-of-europe-6351,"['Politics', 'Society', 'Law', 'Europe', 'Economics']"
346,should-the-us-adopt-stricter-gun-control-legislation-3346,"['Gun', 'USA', 'Violence', 'Society', 'Politics', 'America']"
347,should-the-tampon-tax-be-abolished-14346,"['Feminism', 'Taxation', 'Society', 'Politics', 'Women']"
348,muhammad's-succession-62314,"['Religion', 'Islam', 'Shia', 'Sunni']"
349,should-all-deductions-and-exemptions-be-eliminated-from-the-us-system-of-income-tax-collection-57778,['Taxes']
350,should-citizens-have-the-ability-to-allocate-a-portion-of-their-federal-income-taxes-to-specific-budget-items-37507,"['VoteWithYourDollars', 'YourTaxesYourCauses']"
351,will-we-ever-be-able-to-travel-through-time-41818,"['Future', 'Travel', 'Philosophy']"
352,should-children-be-raised-communally-60576,"['Children', 'Community', 'Society', 'Parents']"
353,should-military-conscription-apply-to-men-and-women-equally-2439,"['Politics', 'Military', 'Gender', 'Conscription']"
354,the-vegan-alternative:-pain-free-gm-animals-5435,"['Food', 'Ethics', 'Vegan', 'Animals', 'Health']"
355,there-should-be-no-welfare-state.-3692,"['Politics', 'Ethics', 'Economics', 'Government', 'Law', 'USA']"
356,what-is-the-meaning-of-life-54472,['Whatisthemeaning']
357,should-religious-education-that-promotes-a-certain-faith-or-religion-be-abolished-in-schools-8522,"['Religion', 'Ethics', 'Education', 'School', 'Faith']"
358,"promoting-ethical-businesses-is-the-consumers'-job,-rather-than-corporations'-40436","['Capitalism', 'CSR', 'Consumers']"
359,is-gender-reassignment-surgery-the-best-option-for-transgender-people-5171,"['Transgender', 'Transphobia', 'Gender', 'Identity', 'Self', 'MentalHealth']"
360,ocean-exploration-should-be-of-higher-priority-than-space-exploration-the-coming-decade-51094,"['Ocean', 'Space', 'Exploration', 'Knowledge', 'Expansion']"
361,is-species-conservation-a-valuable-use-of-resources-50369,"['Conservation', 'Biodiversity', 'Wildlife']"
362,would-a-global-social-credit-system-be-beneficial-13627,"['Ethics', 'Government', 'Technology', 'Society', 'World', 'Politics']"
363,is-artificial-intelligence-a-threat-to-democratic-governance-62944,"['AI', 'Threat', 'Democracy', 'Governance']"
364,should-copyright-be-abolished-27376,"['Law', 'Art', 'Copyright', 'Authors']"
365,should-infant-circumcision-be-banned-13673,"['Health', 'HumanRights', 'Religion', 'Ethics', 'Children', 'Parenting']"
366,you-must-not-‘do-your-own-research’-when-it-comes-to-science-39324,"['Philosophy', 'Science', 'Pseudoscience', 'Knowledge', 'Scientism', 'Research']"
367,is-islam-the-true-religion-over-christianity-50714,"['Religion', 'Religions']"
368,"is-""all-lives-matter""-a-racist-affront-to-blm-21692","['Society', 'Ethics', 'USA']"
369,"the-united-states-should-adopt-""ranked-choice""-voting-in-order-to-reduce-corporate-influence-over-its-elections.-40214","['Democracy', 'Voting', 'Elections', 'Government', 'Politics', 'Rights']"
370,should-airplane-passengers-pay-for-their-body-weight-59924,"['Obesity', 'Travel', 'Money', 'Health']"
371,no-one-should-feel-obliged-to-change-their-lifestyle-to-combat-global-warming.-30084,"['Lifestyle', 'ClimateChange', 'Environment']"
372,should-the-religious-texts-(of-the-main-monotheistic-religions)-be-interpreted-literally-38132,"['Religion', 'Scripture', 'Interpretation', 'Faith']"
373,should-we-sing-problematic-christmas-songs-32197,"['Christmas', 'Music', 'Languages']"
374,digital-piracy:-good-or-bad-11289,"['Ethics', 'Technology', 'Software', 'Piracy', 'VideoGames']"
375,il-faut-rétablir-la-peine-de-mort-!-6067,"['Justice', 'Violence']"
376,should-private-cars-be-forbidden-in-large-cities-9351,"['Environment', 'Law', 'ClimateChange', 'Cars', 'Pollution']"
377,disposable-plastic-items-should-be-banned-29627,"['Environment', 'Economics', 'Sustainability', 'Disposable', 'Toxins', 'Health']"
378,should-single-sex-schools-be-banned-16107,"['Education', 'Gender']"
379,should-we-adopt-a-universal-language-31699,"['Science', 'Philosophy', 'Languages']"
380,was-jesus-physically-resurrected-from-the-dead-44455,"['Christianity', 'Bible', 'Jesus', 'Resurrection']"
381,should-all-children-be-taught-to-code-in-school-6844,"['Technology', 'Education', 'Policy', 'Children', 'School']"
382,should-fracking-be-banned-7587,"['ClimateChange', 'Environment', 'Law', 'Earth']"
383,should-communism-be-preferred-over-capitalism-3252,"['Politics', 'Ethics', 'Capitalism', 'Communism']"
384,capitalism-v-socialism-43546,"['Political', 'Socialism', 'Capitalism', 'Society']"
385,lottery-should-be-an-integral-component-of-democratic-political-systems-10220,"['Politics', 'Society', 'Government', 'Policy', 'Philosophy']"
386,will-man-made-climate-change-cause-human-extinction-31221,"['ClimateChange', 'Humans', 'Future']"
387,is-capitalism-good-36713,"['Capitalism', 'Democracy', 'Politics', 'Economy']"
388,is-anarchism-viable-for-the-world-49276,"['Ideology', 'Government', 'Society', 'Anarchy', 'Anarchism']"
389,should-renewable-energy-sources-replace-fossil-fuels-15900,"['Earth', 'Environment', 'Economics', 'ClimateChange']"
390,¿se-debe-independizar-cataluña-de-españa-2964,"['Catalonia', 'Independence', 'Política']"
391,creationism-is-not-a-valid-model-of-origins.-2741,"['Moral', 'Nerd', 'Creationism', 'God', 'Evolution', 'Cosmology', 'History']"
392,would-humanity-be-better-off-under-a-global-government-16070,"['Politics', 'Government', 'Society']"
393,will-human-civilisation-collapse-(i.e-regress-or-go-extinct)--56118,"['Society', 'Environment', 'Economy', 'Government', 'ClimateChange', 'Future']"
394,is-the-u.s.-police-racist-towards-people-of-color-34313,"['Police', 'PoliceBrutality', 'Racism', 'Descrimination']"
395,why-is-comparative-philosophy-important-51783,"['Philosophy', 'Buddhism', 'Christianity', 'Islam', 'Religion', 'Hinduism']"
396,should-the-death-penalty-be-abolished-28302,"['Justice', 'Politics', 'Moral', 'Society']"
397,is-this-the-best-time-to-drastically-change-our-economic-philosophy-35969,"['Economy', 'Coronavirus', 'COVID-19', 'Globalism', 'Money', 'Discussion']"
398,should-genetically-modified-organisms-(or-gmos)-be-promoted-as-part-of-a-sustainable-agricultural-economy-5465,"['Ethics', 'Environment', 'Economics', 'GMO']"
399,positive-eugenics-could-improve-society;-and-so-should-be-trialed.-21114,"['Eugenics', 'Politics', 'Race']"
400,is-the-two-state-solution-the-best-resolution-for-the-israel-palestine-conflict-64543,"['Israel', 'Palestine', 'Gaza', 'Politics', 'War']"
401,projeto-bolhaberta-23971,"['Plataforma', 'Participação', 'Colaboração', 'Memória', 'Audiovisual']"
402,should-the-electoral-college-be-abolished-2469,"['History', 'Politics', 'USA', 'Government', 'Elections', 'America']"
403,does-morality-precede-religion-10057,"['Religion', 'Atheism', 'Morality', 'Theism', 'Christianity', 'God']"
404,should-bitcoin-be-adopted-as-legal-tender-worldwide-6395,"['Politics', 'Economics', 'Law', 'Bitcoin', 'Technology']"
405,are-sustainability-lifestyle-changes-drastic-48725,"['Sustainability', 'Lifestyle', 'Drastic', 'Change']"
406,is-veganism-a-religion-or-a-philosophy-30238,"['Belief', 'System', 'Practical', 'Reality', 'Concept', 'Behavior']"
407,would-a-cashless-society-be-better-14448,"['Society', 'Currency']"
408,should-churches-pay-tax-14255,"['Religion', 'Taxation', 'Society', 'Government']"
409,die-afd-steht-dem-nationalsozialistischem-gedankengut-nahe.-22314,"['AFD', 'Politik']"
410,which-political-leaning-serves-our-inalienable-rights-best-50596,"['Politics', 'UnitedStates', 'Constitution', 'Rights', 'Philosophy']"
411,is-star-citizen-a-scam-16694,"['StarCitizen', 'VideoGames', 'Entertainment']"
412,do-gun-control-laws-reduce-crime-8319,"['Gun', 'Law', 'Violence', 'Justice']"
413,can-ai-be-trusted-50848,"['Ai', 'Trust', 'Transparency', 'Ethics']"
414,are-the-indonesian-elections-free-and-fair-65160,"['Indonesia', 'Asia', 'Election', 'Voting', 'Democracy']"
415,is-narendra-modi-good-for-india-14478,"['Politics', 'India', 'SouthAsia']"
416,is-gender-a-social-construct-1570,"['Gender', 'Feminism', 'Society']"
417,should-private-schools-be-banned-12828,"['Education', 'Equality', 'Freedom', 'Business']"
418,is-lebron-james-better-than-michael-jordan-14860,"['NBA', 'Basketball', 'Sports', 'Entertainment']"
419,is-sex-with-no-emotional-attachment-good-for-your-mind-30085,"['Sex', 'Health', 'Psychology', 'Humans']"
420,should-we-eliminate-limits-on-individual-campaign-contributions-in-exchange-for-a-ban-on-corporate/pac-donations-9686,"['Politics', 'Campaigning', 'Finance']"
421,is-sally-rooney's-boycott-of-israel-justified-54118,"['Israel', 'Palestine', 'Rooney', 'Literature', 'Protest', 'Apartheid']"
422,should-the-institution-of-prison-be-eliminated--57526,"['Criminality', 'Punishment', 'Prison']"
423,should-racial-profiling-be-banned-10049,"['Law', 'Police', 'USA', 'Race', 'Society']"
424,should-women-only-spaces-be-open-to-anyone-identifying-as-a-woman-18042,"['Society', 'Feminism', 'Women', 'Gender', 'Transgender']"
425,best-science-fiction-movie-1257,"['Entertainment', 'Movies', 'SciFi', 'Best']"
426,who-should-provide-healthcare:-the-government-or-the-market-2799,"['Health', 'Government', 'Politics']"
427,who-would-win-in-a-deathmatch-of-all-dc-superheroes-(part-two)-36624,"['Deathmatch', 'DC', 'Comics', 'Entertainment', 'Gaming']"
428,should-we-promote-the-feeling-of-nationalism-for-betterment-of-india-34165,"['Nationalism', 'India', 'Secularism', 'Languages', 'Conflict']"
429,was-jesus-christ-actually-the-messiah-as-claimed-by-christianity-59711,"['Religion', 'Christianity', 'Judaism']"
430,"""qualified-immunity""-is-a-horrible-legal-doctrine-which-needs-to-be-ended.-30428","['QualifiedImmunity', 'PoliceBrutality', 'GovernmentPower', 'Accountability', 'Police', 'CivilAssetForfeiture']"
431,is-shrek-a-superhero-59625,"['Superhero', 'Shrek', 'Hero']"
432,is-meritocracy-the-best-form-of-government-13035,"['Politics', 'Sociology', 'Government']"
433,did-trump-collude-with-russia-9004,"['Trump', 'Politics', 'World', 'USA']"
434,is-cancel-culture-beneficial-39528,"['Socialmedia', 'CancelCulture']"
435,should-vaccinations-be-mandatory-7233,"['Ethics', 'Moral', 'Law', 'Science', 'Politics']"
436,should-parents-who-don't-vaccinate-their-children-be-fined-if-the-child-gets-a-vaccine-preventable-illness-9269,"['Vaccines', 'Health', 'Science', 'NoVax', 'Parents']"
437,will-cryptocurrencies-replace-fiat-currencies-12952,"['Economics', 'Society', 'Law', 'Blockchain', 'Cryptocurrency', 'Crypto']"
438,could-hitler-have-won-world-war-2-35028,"['Nazi', 'Germany', 'War', 'History', 'Military', 'Fascism']"
439,are-women-better-than-men-26866,"['Politics', 'Feminism', 'Society', 'Equality', 'Justice', 'Psychology']"
440,"the-use-of-technology-in-vaccines-with-strong-quality-control-is-paramount-to-their-success,-efficacy-and-efficiency-61610","['Vaccines', 'Vaccine', 'MRNA']"
441,do-the-benefits-of-absolute-free-speech-outweigh-the-costs-42365,"['FreeSpeech', 'HumanRights', 'Speech', 'Rights', 'Philosophy']"
442,news-producers-should-not-be-allowed-to-force-the-viewing-of-ads-to-read-news-articles-53123,"['News', 'Ads', 'Advertisement', 'Media', 'Articles']"
443,the-universal-declaration-of-human-rights-should-be-pursued-in-all-areas-of-life.-55276,"['UnitedNations', 'HumanRights', 'Ethics', 'Philosophy', 'Politics']"
444,should-there-be-any-limit-to-freedom-of-speech-3253,"['Politics', 'Law', 'Philosophy', 'Speech']"
445,should-the-us-pay-reparations-for-slavery-1324,"['Reparations', 'Slavery', 'Politics', 'USA', 'Race', 'America']"
446,anything-that-exists-is-alive-57147,"['Philosophy', 'Life']"
447,any-person-who-forces-people-to-conform-to-their-beliefs-should-have-their-civil-liberties-stripped-from-them.-46759,"['LGBTQ', 'Freedom', 'Religion', 'Happiness', 'Life', 'Hate']"
448,would-a-socialist-economy-work-better-than-a-capitalist-economy-27936,"['Socialism', 'Capitalism', 'Economics', 'Economy']"
449,is-there-a-need-for-testing-on-lab-animals-in-research-4197,"['Ethics', 'Animals', 'AnimalRights', 'Science']"
450,is-the-us-a-force-for-good-32290,"['Politics', 'Terrorism', 'USA']"
451,should-women-have-unique-rights-not-given-to-men-54195,"['Women', 'Rights', 'Feminism', 'Gender']"
452,is-cloning-humans-ethical-40315,"['Ethics', 'Morality', 'Science']"
453,what-is-withholding-consumers-from-asking-a-doggybag-in-restaurants-33501,"['Food', 'Waste', 'Foodwaste', 'Sustainability', 'Restaurants', 'Dinner']"
454,should-women-be-allowed-to-become-priests-60366,"['Religion', 'Christianity', 'Catholicism', 'Protestantism', 'Women', 'Gender']"
455,does-trickle-down-economics-do-more-harm-than-good-28620,"['Economics', 'Taxes', 'Wealth', 'Capitalism', 'SupplySide']"
456,should-abortion-be-considered-murder-46872,"['Abortion', 'HumanRights']"
457,should-human-life-be-valued-above-animal-life-4148,"['Vegan', 'Animals', 'Humans', 'Life', 'Ethics']"
458,should-bullfighting-be-banned-1323,"['AnimalRights', 'Culture', 'Politics', 'Ethics', 'Spain']"
459,are-video-games-the-best-source-of-entertainment-15596,"['Games', 'Entertainment']"
460,who-should-self-driving-cars-kill-1546,"['Technology', 'Ethics', 'Cars', 'Law', 'AI']"
461,who-is-the-better-player;-messi-or-ronaldo-41573,"['Sports', 'Sport', 'Football', 'Soccer', 'Messi', 'Ronaldo']"
462,should-children-own-a-smartphone-28770,"['Children', 'Technology', 'Education', 'Privacy']"
463,is-the-usa-a-good-country-to-live-in-7840,"['Society', 'Economics', 'USA', 'Politics', 'America']"
464,has-christianity-been-bad-for-western-civilization-57053,"['Religion', 'Christianity', 'Western']"
465,la-france-doit-quitter-l'union-européenne-(ue)-!-53702,"['Europe', 'Diplomatie', 'Multilatéralisme', 'Géopolitique']"
466,should-animal-testing-be-banned-37070,"['Animals', 'Justice', 'Ethics', 'Law', 'Testing', 'Medicine']"
467,should-transgender-personae-only-be-performed-by-transgender-people-16846,"['Transgender', 'Acting', 'Entertainment', 'LGBTQ']"
468,is-it-time-for-hungary-and-the-eu-to-part-ways-19119,"['Politics', 'EU', 'Europe', 'Hungary', 'Democracy']"
469,il-faut-empêcher-l'anglais-au-québec-20989,"['Anglais', 'Français', 'Loi', 'Politique', 'Langue', 'Canada', 'Québec']"
470,should-the-us-continue-to-support-ukraine-64083,"['USA', 'Europe', 'War', 'Democracy']"
471,is-anarchy-the-only-ethical-system-of-society-6144,"['Anarchy', 'Government', 'Politics', 'Ethics', 'Society']"
472,is-cannibalism-ethically-permissible-14699,"['Ethics', 'Humans', 'Culture', 'Society', 'Food']"
473,schools-should-teach-the-history-of-israel-palestine-conflict-64293,"['Israel', 'Palestine', 'History', 'School']"
474,should-burning-the-quran-be-illegal-63678,"['FreeSpeech', 'Quran', 'Islam', 'Religion', 'Muslim', 'Faith']"
475,should-the-space-exploration-budget-be-increased-24877,"['Science', 'Space', 'Economics']"
476,should-tiktok-be-banned-in-the-us-63051,"['USA', 'China', 'Tiktok', 'SocialMedia']"
477,are-identity-politics-detrimental-to-society-7018,"['Politics', 'Society', 'Race', 'Gender', 'Identity']"
478,the-knowledge-that-we-exist-in-a-simulated-reality-has-no-utility-37299,"['Simulation', 'Theory', 'Anthropic', 'Philosophy']"
479,are-there-more-than-two-genders-39311,"['Gender', 'Identity']"
480,should-supreme-court-justices-be-elected-21039,"['Government', 'Politics', 'Justice', 'UnitedStates']"
481,was-the-american-civil-war-(1861-65)-mainly-about-slavery-19208,"['History', 'America']"
482,is-esports-a-sport-28426,"['Entertainment', 'Sport', 'Games', 'Internet']"
483,the-sinclair-method-provides-a-cure-for-alcoholism.-42787,"['Medicine', 'Alcohol']"
484,is-it-wrong-to-celebrate-the-death-of-henry-kissinger-64787,"['Kissinger', 'Death', 'Politics', 'Warfare', 'UnitedStates']"
485,is-there-a-meaning-of-life-8776,"['Philosophy', 'Ethics', 'LifeAndDeath']"
486,are-latter-day-saints-(aka-mormons)-christian-55695,"['Mormon', 'Latter', 'Saints', 'Christian', 'Church', 'Trinity']"
487,should-governments-provide-a-universal-basic-income-14053,"['UBI', 'Economics', 'Politics', 'Society', 'Equality']"
488,is-space-exploration-necessary-49249,"['Science', 'Tech', 'Spatial']"
489,is-hamas-a-terror-organization-64437,"['Politics', 'CurrentEvents', 'Terrorism', 'Middleeast']"
490,should-we-connect-our-brains-to-computers-to-the-fullest-possible-extent-31115,"['Brain', 'Computer', 'Technology', 'Society', 'Transhumanism', 'Philosophy']"
491,ufc-should-be-illegal.-32278,"['Fight', 'Ufc', 'Yer', 'Mom']"
492,artificial-intelligence-(ai):-is-limiting-an-ai's-freedom-of-thought-unethical-15943,"['Science', 'Technology', 'AI', 'Ethics', 'Consciousness', 'Transhumanism']"
493,should-schools-require-students-to-learn-a-second-language-55586,"['Languages', 'Culture', 'Education', 'School', 'Youth']"
494,is-pure-recreation-immoral-when-we-could-be-helping-to-end-suffering-25148,"['Recreation', 'Morality', 'Utility', 'Philosophy', 'Ethics']"
